,REF_DATE,GEO,DGUID,National Occupational Classification (NOC),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
8259,2014,Prince Edward Island,2016A000211,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747499,4.1.4,0.87,C,,,2
8260,2014,Prince Edward Island,2016A000211,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747500,4.1.5,26900.0,B,,,0
8261,2014,Prince Edward Island,2016A000211,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747501,4.1.6,27900.0,C,,,0
8262,2014,Prince Edward Island,2016A000211,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747502,4.1.7,26200.0,C,,,0
8263,2014,Prince Edward Island,2016A000211,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747503,4.1.8,1.07,D,,,2
8264,2014,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747504,4.1.9,36800.0,B,,,0
8265,2014,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747505,4.1.10,34400.0,B,,,0
8266,2014,Prince Edward Island,2016A000211,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747506,4.1.11,39100.0,C,,,0
8267,2014,Prince Edward Island,2016A000211,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747507,4.1.12,0.88,C,,,2
8268,2014,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747508,4.1.13,28000.0,B,,,0
8269,2014,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747509,4.1.14,28300.0,C,,,0
8270,2014,Prince Edward Island,2016A000211,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747510,4.1.15,27200.0,C,,,0
8271,2014,Prince Edward Island,2016A000211,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747511,4.1.16,1.04,D,,,2
8448,2014,Nova Scotia,2016A000212,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747688,5.1.1,40900.0,A,,,0
8449,2014,Nova Scotia,2016A000212,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747689,5.1.2,35300.0,B,,,0
8450,2014,Nova Scotia,2016A000212,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747690,5.1.3,46400.0,B,,,0
8451,2014,Nova Scotia,2016A000212,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747691,5.1.4,0.76,C,,,2
8452,2014,Nova Scotia,2016A000212,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747692,5.1.5,31600.0,A,,,0
8453,2014,Nova Scotia,2016A000212,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747693,5.1.6,28400.0,B,,,0
8454,2014,Nova Scotia,2016A000212,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747694,5.1.7,35900.0,B,,,0
8455,2014,Nova Scotia,2016A000212,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747695,5.1.8,0.79,C,,,2
8456,2014,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747696,5.1.9,42400.0,A,,,0
8457,2014,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747697,5.1.10,36300.0,B,,,0
8458,2014,Nova Scotia,2016A000212,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747698,5.1.11,48500.0,B,,,0
8459,2014,Nova Scotia,2016A000212,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747699,5.1.12,0.75,C,,,2
8460,2014,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747700,5.1.13,33400.0,A,,,0
8461,2014,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747701,5.1.14,30000.0,B,,,0
8462,2014,Nova Scotia,2016A000212,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747702,5.1.15,38300.0,B,,,0
8463,2014,Nova Scotia,2016A000212,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747703,5.1.16,0.78,C,,,2
8640,2014,New Brunswick,2016A000213,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063747880,6.1.1,39000.0,A,,,0
8641,2014,New Brunswick,2016A000213,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063747881,6.1.2,32700.0,B,,,0
8642,2014,New Brunswick,2016A000213,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063747882,6.1.3,44700.0,B,,,0
8643,2014,New Brunswick,2016A000213,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063747883,6.1.4,0.73,B,,,2
8644,2014,New Brunswick,2016A000213,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063747884,6.1.5,30900.0,A,,,0
8645,2014,New Brunswick,2016A000213,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063747885,6.1.6,26400.0,C,,,0
8646,2014,New Brunswick,2016A000213,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063747886,6.1.7,37500.0,B,,,0
8647,2014,New Brunswick,2016A000213,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063747887,6.1.8,0.7,C,,,2
8648,2014,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747888,6.1.9,39400.0,A,,,0
8649,2014,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747889,6.1.10,33500.0,B,,,0
8650,2014,New Brunswick,2016A000213,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747890,6.1.11,44800.0,B,,,0
8651,2014,New Brunswick,2016A000213,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747891,6.1.12,0.75,B,,,2
8652,2014,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063747892,6.1.13,31700.0,A,,,0
8653,2014,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063747893,6.1.14,27100.0,C,,,0
8654,2014,New Brunswick,2016A000213,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063747894,6.1.15,38000.0,B,,,0
8655,2014,New Brunswick,2016A000213,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063747895,6.1.16,0.71,C,,,2
8832,2014,Quebec,2016A000224,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748072,7.1.1,41000.0,A,,,0
8833,2014,Quebec,2016A000224,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748073,7.1.2,34200.0,A,,,0
8834,2014,Quebec,2016A000224,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748074,7.1.3,46900.0,B,,,0
8835,2014,Quebec,2016A000224,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748075,7.1.4,0.73,B,,,2
8836,2014,Quebec,2016A000224,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748076,7.1.5,33000.0,A,,,0
8837,2014,Quebec,2016A000224,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748077,7.1.6,27600.0,B,,,0
8838,2014,Quebec,2016A000224,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748078,7.1.7,37200.0,A,,,0
8839,2014,Quebec,2016A000224,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748079,7.1.8,0.74,B,,,2
8840,2014,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748080,7.1.9,41600.0,A,,,0
8841,2014,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748081,7.1.10,35000.0,A,,,0
8842,2014,Quebec,2016A000224,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748082,7.1.11,47300.0,B,,,0
8843,2014,Quebec,2016A000224,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748083,7.1.12,0.74,B,,,2
8844,2014,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748084,7.1.13,34600.0,A,,,0
8845,2014,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748085,7.1.14,29000.0,B,,,0
8846,2014,Quebec,2016A000224,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748086,7.1.15,39000.0,A,,,0
8847,2014,Quebec,2016A000224,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748087,7.1.16,0.74,B,,,2
9024,2014,Ontario,2016A000235,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748264,8.1.1,47000.0,A,,,0
9025,2014,Ontario,2016A000235,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748265,8.1.2,39700.0,A,,,0
9026,2014,Ontario,2016A000235,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748266,8.1.3,53600.0,B,,,0
9027,2014,Ontario,2016A000235,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748267,8.1.4,0.74,B,,,2
9028,2014,Ontario,2016A000235,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748268,8.1.5,35200.0,A,,,0
9029,2014,Ontario,2016A000235,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748269,8.1.6,30700.0,B,,,0
9030,2014,Ontario,2016A000235,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748270,8.1.7,39600.0,B,,,0
9031,2014,Ontario,2016A000235,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748271,8.1.8,0.78,C,,,2
9032,2014,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748272,8.1.9,48000.0,A,,,0
9033,2014,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748273,8.1.10,40300.0,A,,,0
9034,2014,Ontario,2016A000235,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748274,8.1.11,55200.0,A,,,0
9035,2014,Ontario,2016A000235,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748275,8.1.12,0.73,B,,,2
9036,2014,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748276,8.1.13,37500.0,A,,,0
9037,2014,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748277,8.1.14,32000.0,B,,,0
9038,2014,Ontario,2016A000235,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748278,8.1.15,43400.0,A,,,0
9039,2014,Ontario,2016A000235,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748279,8.1.16,0.74,B,,,2
9216,2014,Prairie provinces,2016A00014,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748456,9.1.1,54100.0,A,,,0
9217,2014,Prairie provinces,2016A00014,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748457,9.1.2,39800.0,A,,,0
9218,2014,Prairie provinces,2016A00014,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063748458,9.1.3,66500.0,B,,,0
9219,2014,Prairie provinces,2016A00014,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063748459,9.1.4,0.6,B,,,2
9220,2014,Prairie provinces,2016A00014,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063748460,9.1.5,40400.0,A,,,0
9221,2014,Prairie provinces,2016A00014,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063748461,9.1.6,30100.0,B,,,0
9222,2014,Prairie provinces,2016A00014,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063748462,9.1.7,51800.0,A,,,0
9223,2014,Prairie provinces,2016A00014,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063748463,9.1.8,0.58,B,,,2
9224,2014,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748464,9.1.9,56100.0,A,,,0
9225,2014,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748465,9.1.10,41100.0,A,,,0
9226,2014,Prairie provinces,2016A00014,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748466,9.1.11,69300.0,B,,,0
9227,2014,Prairie provinces,2016A00014,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748467,9.1.12,0.59,B,,,2
9228,2014,Prairie provinces,2016A00014,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063748468,9.1.13,43000.0,A,,,0
9229,2014,Prairie provinces,2016A00014,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063748469,9.1.14,32100.0,B,,,0
9230,2014,Prairie provinces,2016A00014,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063748470,9.1.15,55400.0,A,,,0
9231,2014,Prairie provinces,2016A00014,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063748471,9.1.16,0.58,B,,,2
9408,2014,Manitoba,2016A000246,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063748648,10.1.1,43000.0,A,,,0
9409,2014,Manitoba,2016A000246,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063748649,10.1.2,35000.0,A,,,0
